Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
Oyster sauce,Soups,0.032,51.0,11.0,0.0,0.00015,0.25,0.3,1.5e-05,0.0001799999999999,0.004,0.07,11.0,0.0,0.0,0.0,0.022,0.07,0.054,1.4,0.04,4.4e-06,2.733,0.0,0.0,0.0,1e-05,4.1e-07,0.0001199999999999,0.0015,2e-05,2e-05,0.0001,8.999999999999999e-05,0.0035,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shark fin soup,Soups,0.01,46.0,3.8,0.002,0.00011,2.0,0.0,9e-06,0.00094,0.007,0.58,3.8,0.12,0.04,0.09,0.021,0.34,0.053,3.2,0.5,0.0,0.501,0.0,0.0,0.0,3e-05,1.9e-07,4e-05,0.00049,0.00013,3e-05,0.0001,0.00082,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bean and ham soup,Soups,0.038,81.0,14.0,0.002,8e-05,1.0,4.0,2.9e-05,0.001,0.019,0.42,9.7,0.0,0.0,0.0,0.013,0.27,0.158,4.2,0.25,4.3e-06,0.187,0.0,702.0,3.5e-05,6e-05,3e-08,3e-05,0.00032,0.00013,5e-05,0.0011,0.00053,0.018,0.0,0.0,0.0,0.0,0.0,0.00023,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.00039,5.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cream of Broccoli Soup,Soups,0.016,56.0,8.1,0.004,0.0,1.6,1.6,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,0.0,0.565,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cream of celery soup,Soups,0.075,66.0,5.9,0.013,6e-05,3.9,0.3,3e-06,0.00028,0.009,0.99,5.6,0.0,0.0,0.0,0.061,1.1,0.125,2.3,1.6,1.9e-06,0.272,0.0,186.0,0.0,3e-05,2.0000000000000002e-07,0.0001,0.0001799999999999,0.00061,3e-05,0.0006,8e-05,0.0,0.0,6e-05,0.00013,0.0002099999999999,0.00016,0.0001,5e-05,0.00011,0.0,0.0,0.0001,3e-05,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vegetable soup,Soups,0.02,65.0,12.0,0.0,0.00023,0.9,2.1,1.2e-05,0.00066,0.025,0.2,10.0,0.0,0.0,0.0,0.045,0.4,0.433,2.2,0.15,4e-06,0.385,0.0,1721.0,8.6e-05,0.00011,0.0,8.999999999999999e-05,0.0015,0.00035,0.00017,0.0008,0.0004,0.009,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0014,4.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beef noodle soup,Soups,0.008,34.0,3.6,0.002,6e-05,1.2,0.3,8e-06,0.00044,0.003,0.5,3.3,0.0,0.0,0.0,0.019,0.2,0.04,1.9,0.46,3e-06,0.325,0.0,101.0,5e-06,3e-05,8e-08,2e-05,0.00043,8e-05,2e-05,0.0002,0.00062,0.007,0.0,0.0,0.0,0.0,0.0,0.00011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005,8.000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minestrone,Soups,0.014,34.0,4.7,0.001,5e-05,1.0,0.4,1.5e-05,0.00038,0.003,0.29,4.3,0.0,0.0,0.0,0.023,0.46,0.13,1.8,0.23,0.0,0.254,0.0,970.0,4.9e-05,2e-05,0.0,2e-05,0.00039,0.00014,4e-05,0.0005,0.00031,0.0,0.0,3e-05,5e-05,0.0001,8e-05,0.00015,2e-05,6e-05,0.0,0.0,4e-05,1e-05,7.000000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cream of mushroom soup,Soups,0.007,39.0,3.3,0.0,2e-05,2.6,0.3,1e-06,8.999999999999999e-05,0.002,0.6,3.0,0.0,0.0,0.0,0.012,1.4,0.031,0.66,0.47,1.4e-06,0.34,0.0,4.0,1e-06,1e-05,0.0,1e-05,0.00017,7.000000000000001e-05,1e-05,0.0,6e-05,0.0047,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0000000000000001e-07,0.0002399999999999,9.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pea soup,Soups,0.012,61.0,9.9,0.0,0.00015,1.1,1.9,1e-06,0.00073,0.015,0.37,8.0,0.0,0.0,0.0,0.047,0.14,0.071,3.2,0.52,3.6000000000000003e-06,0.336,0.0,12.0,3e-06,4e-05,0.0,3e-05,0.00046,5e-05,2e-05,0.0006,0.00064,0.013,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,8.999999999999999e-05,2.0000000000000002e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicken noodle soup,Soups,0.002,23.0,3.7,0.004,1e-05,0.55,0.1,7e-06,0.0002,0.003,0.21,3.6,0.0,0.0,0.0,0.012,0.16,0.013,0.84,0.12,3.8e-06,0.229,0.0,11.0,1e-06,8e-05,2e-08,3e-05,0.00043,4e-05,1e-05,0.0,8e-05,0.0049,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,5e-05,1.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicken tortilla soup,Soups,0.008,53.0,8.2,0.004,0.0,0.82,1.2,0.0,0.00015,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.41,0.0,0.347,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisque,Soups,0.016,50.0,9.6,0.002,5e-05,1.0,0.2,6e-06,0.00033,0.004,0.28,9.4,0.0,0.0,0.0,0.024,0.45,0.169,0.92,0.22,0.0,0.424,0.0,292.0,1.8e-05,3e-05,0.0,3e-05,0.00047,5e-05,4e-05,0.0024,0.0002399999999999,0.0,0.0,2e-05,3e-05,5e-05,4e-05,0.0001,1e-05,3e-05,0.0,0.0,3e-05,1e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomato soup,Soups,0.008,32.0,7.5,0.0,3e-05,0.21,0.5,0.0,0.00029,0.007,0.07,7.0,0.0,0.0,0.0,0.015,0.08,0.275,0.71,0.06,1.5e-06,0.186,0.0,192.0,1e-05,2e-05,0.0,1e-05,0.0004199999999999,0.0,4e-05,0.0063,8.999999999999999e-05,0.0063,0.0,0.0,0.0,0.0,0.0,7.000000000000001e-05,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.00017,1.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramen noodle soup,Soups,0.021,440.0,60.0,0.0,0.00013,18.0,2.9,0.000116,0.0040999999999999,0.025,6.2,57.0,0.0,0.0,0.0,0.115,2.2,0.181,10.0,8.1,2.3e-05,1.855,0.07,12.0,1e-06,0.00045,2.5e-07,0.00026,0.0054,0.00044,4e-05,0.0003,0.0006,0.0055,0.0,0.0,0.0,0.0,0.0,0.00063,0.0,0.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0024,8.900000000000001e-06,0.06,0.0,0.01,0.0,0.0,2.1,0.0
Chipotle salsa,Soups,0.0,25.0,6.3,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enchilada sauce,Soups,0.0,40.0,8.3,0.0,0.0,0.0,1.7,0.0,0.0006,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.867,0.0,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Picante sauce,Soups,0.0,25.0,6.3,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taco sauce,Soups,0.0,50.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.813,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indian masala,Soups,0.022,57.0,11.0,0.0,0.0,0.88,2.6,0.0,0.001,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.18,0.0,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sriracha,Soups,0.018,93.0,19.0,0.0,6e-05,0.93,2.2,2.2e-05,0.0016,0.016,0.0,17.0,0.0,0.0,0.0,0.046,0.0,0.321,1.9,0.0,4.0000000000000003e-07,2.124,0.0,2574.0,0.000129,8e-05,0.0,0.00022,0.0012,0.00038,0.00046,0.027,0.0002399999999999,0.0,8.2,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0048,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheese sauce,Soups,0.204,438.0,61.0,0.023,8.999999999999999e-05,18.0,1.0,0.000134,0.0005,0.036,6.9,60.0,0.0,0.0,0.0,0.283,0.98,0.428,7.7,8.4,0.0,3.202,0.0,202.0,5.6e-05,0.0002099999999999,4.6000000000000004e-07,0.00068,0.0024,0.0015,0.0001799999999999,0.0009,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chowder,Soups,0.0,99.0,7.5,0.011,0.0,6.3,0.9,0.0,0.0,0.0,1.3,6.6,0.0,0.0,0.0,0.0,1.9,0.0,3.1,1.8,0.0,0.299,0.0,1150.0,5.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfredo sauce,Soups,0.467,535.0,37.0,0.056,6e-05,36.0,2.0,4e-06,0.00094,0.032,14.0,35.0,0.0,0.0,0.0,0.415,8.6,0.254,15.0,13.0,9.3e-06,2.59,0.0,213.0,5.4e-05,0.00016,3.8e-07,5e-05,0.0021,0.001,0.00013,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,6e-05,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0018,6.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chili sauce,Soups,0.009,21.0,3.9,0.0,8.999999999999999e-05,0.6,0.7,1.1e-05,0.0005,0.012,0.41,3.2,0.0,0.0,0.0,0.016,0.07,0.564,0.9,0.08,2.0000000000000002e-07,0.025,0.0,458.0,2.3e-05,1e-05,0.0,8.999999999999999e-05,0.0006,0.0,0.00014,0.03,0.00015,0.0060999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0003599999999999,6.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Worcestershire sauce,Soups,0.107,78.0,19.0,0.0,0.0002,0.0,0.0,8e-06,0.0053,0.013,0.0,19.0,0.0,0.0,0.0,0.06,0.0,0.8,0.0,0.0,5e-07,0.98,0.0,79.0,5e-06,7.000000000000001e-05,0.0,0.00013,0.0007,0.0,0.0,0.013,0.00019,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dashi,Soups,0.187,438.0,65.0,0.013,0.0,14.0,0.2,2.1e-05,0.001,0.056,5.4,65.0,0.0,0.0,0.0,0.166,4.5,0.309,17.0,3.4,2.8e-05,1.067,0.0,500.0,2.5e-05,0.0001,3e-07,0.00043,0.0025,0.0,0.0001,0.0011,8.999999999999999e-05,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0007199999999999,6.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Succotash,Soups,0.018,99.0,20.0,0.0,0.00019,1.0,3.8,4e-05,0.0018,0.048,0.2,16.0,0.0,0.0,0.0,0.113,0.49,0.369,5.0,0.19,6e-07,0.004,0.0,292.0,1.5e-05,0.0002099999999999,0.0,8e-05,0.0016,0.00013,0.00013,0.015,0.00061,0.0,0.0,0.00016,0.00028,0.00044,0.0003,0.00069,7.000000000000001e-05,0.0002399999999999,0.0,0.0,0.0002099999999999,6e-05,0.00031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egg Drop Soup,Soups,0.007,27.0,4.3,0.023,2e-05,0.61,0.4,7e-06,0.00026,0.002,0.19,3.9,0.0,0.0,0.0,0.015,0.13,0.022,1.2,0.17,4.0000000000000003e-07,0.37,0.0,89.0,2e-05,2e-05,3e-08,2e-05,0.00016,0.0001199999999999,2e-05,0.0065,8.999999999999999e-05,0.033,0.0,1e-05,3e-05,5e-05,5e-05,1e-05,2e-05,3e-05,2.5,0.09,4e-05,3e-05,4e-05,2.0000000000000002e-07,0.00013,1.2e-06,0.01,0.0,0.0,0.0,0.0,0.11,0.0
Hot and sour soup,Soups,0.019,39.0,4.4,0.021,3e-05,1.2,0.5,8e-06,0.00064,0.009,0.29,3.9,0.0,0.0,0.0,0.032,0.31,0.055,2.6,0.23,4.0000000000000003e-07,0.376,0.0,34.0,9e-06,3e-05,1.0000000000000001e-07,3e-05,0.00051,0.00023,6e-05,0.0,0.00022,0.04,0.0,6e-05,8e-05,0.00015,0.153,8.999999999999999e-05,4e-05,8.999999999999999e-05,2.4,0.42,0.00011,2e-05,8.999999999999999e-05,1.0000000000000001e-07,0.00039,1.1e-06,0.03,0.0,0.0,0.0,0.0,0.27,0.0
Wonton soup,Soups,0.005,32.0,5.3,0.004,2e-05,0.26,0.2,1.3e-05,0.0002099999999999,0.003,0.08,5.1,0.0,0.0,0.0,0.018,0.07,0.032,2.1,0.06,1.1e-06,0.406,0.0,13.0,1e-06,2e-05,9e-08,2e-05,0.00058,0.00014,8e-05,0.0007,0.0001199999999999,0.019,0.0,4e-05,6e-05,0.0001199999999999,6e-05,3e-05,3e-05,7.000000000000001e-05,4.8,0.34,8e-05,1e-05,7.000000000000001e-05,0.0,6e-05,9.000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.07,0.0
Tomatillo Salsa Verde,Soups,0.0,47.0,6.3,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.719,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tartar sauce,Soups,0.026,211.0,13.0,0.007,2e-05,17.0,0.5,5e-06,0.00025,0.006,3.6,13.0,0.01,0.0,0.0,0.017,9.0,0.068,1.0,3.3,9.000000000000001e-07,0.667,0.0,165.0,1.1e-05,2e-05,2e-08,3e-05,8.999999999999999e-05,7.000000000000001e-05,4e-05,0.0023,0.0001199999999999,0.008,0.0,0.0,0.0,0.0,0.0,0.00011,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0017,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Potato flour,Baked Products,0.065,357.0,83.0,0.0,0.0002,0.34,5.9,2.5e-05,0.0014,0.065,0.01,77.0,0.0,0.0,0.0,0.168,0.15,1.001,6.9,0.09,1.1e-06,0.055,0.0,0.0,0.0,0.00023,0.0,5e-05,0.0035,0.00047,0.00077,0.0038,0.00054,0.04,0.0,0.00017,0.0003,0.00043,0.00041,0.00031,0.00011,0.00032,0.0,3.5,0.00028,0.0001199999999999,0.0003599999999999,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corn pudding,Baked Products,0.039,131.0,17.0,0.072,4e-05,5.0,1.2,2.9e-05,0.00053,0.015,1.5,16.0,0.01,0.0,0.0,0.09,0.55,0.176,4.4,2.5,6.1e-06,0.282,0.09,296.0,5.7e-05,7.000000000000001e-05,3.1e-07,0.00015,0.001,0.0,0.00013,0.0037,0.0004799999999999,0.056,0.0,0.00011,0.0002,0.00044,0.00033,8e-05,0.00011,0.00022,8.7,6.6,0.00017,6e-05,0.00026,5e-07,0.00027,5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biscuit,Baked Products,0.235,353.0,45.0,0.003,8e-05,16.0,1.5,6.1e-05,0.0029,0.018,6.9,43.0,0.0,0.0,0.0,0.164,4.2,0.121,7.0,4.3,2e-05,0.58,0.0,82.0,0.0,0.0003599999999999,8e-08,0.00031,0.0029,0.00029,4e-05,0.0002,0.00054,0.0,0.0,0.00016,0.00027,0.00051,0.00023,0.00038,0.00013,0.00035,0.0,2.2,0.0002099999999999,8.999999999999999e-05,0.00031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Banana bread,Baked Products,0.021,326.0,55.0,0.043,7.000000000000001e-05,11.0,1.1,3.3e-05,0.0014,0.014,4.5,54.0,0.0,0.0,0.0,0.058,3.1,0.134,4.3,2.2,1.2e-05,0.302,0.0,493.0,0.000106,0.00017,1.0000000000000001e-07,0.0002,0.0014,0.00027,0.00015,0.0017,0.00035,0.0,0.0,0.00011,0.0001799999999999,0.00033,0.0001799999999999,0.0002099999999999,8.999999999999999e-05,0.00022,0.0,0.0,0.00015,5e-05,0.0002099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornbread,Baked Products,0.135,330.0,54.0,0.057,7.000000000000001e-05,9.6,2.3,5.5e-05,0.0019,0.017,3.5,52.0,0.01,0.0,0.0,0.391,2.0,0.133,6.6,3.7,8.7e-06,0.599,0.22,168.0,3.5e-05,0.00019,2.3000000000000002e-07,0.0001799999999999,0.002,0.00058,8.999999999999999e-05,0.0001,0.00067,0.059,0.2,0.00017,0.00027,0.00066,0.00032,0.00022,0.00016,0.00034,36.0,16.0,0.00023,6e-05,0.00033,0.0,0.00051,3.7e-06,0.08,0.04,0.0,0.0,0.01,1.7,0.0
Egg bread,Baked Products,0.093,287.0,48.0,0.051,0.00016,6.0,2.3,0.000105,0.003,0.019,2.3,46.0,0.01,0.0,0.0,0.106,1.1,0.115,9.5,1.6,3e-05,0.38,0.0,211.0,6.3e-05,0.00044,1.0000000000000001e-07,0.00044,0.0048,0.00028,6e-05,0.0,0.00079,0.084,0.0,0.0002099999999999,0.00039,0.00069,0.00031,0.0005,0.00019,0.0004799999999999,0.0,1.8,0.00031,0.00011,0.00044,4.0000000000000003e-07,0.00026,9.000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dough,Baked Products,0.052,272.0,52.0,0.0,0.00015,2.4,2.2,0.000123,0.0039,0.032,0.36,50.0,0.0,0.0,0.0,0.105,0.86,0.117,11.0,0.53,2.9e-05,0.602,0.01,1.0,0.0,0.0007099999999999,0.0,0.00043,0.0048,0.00046,0.00011,0.0,0.001,0.008,0.51,0.0,0.0,0.0,0.0,0.00058,0.0,0.0,44.0,4.6,0.0,0.0,0.0,0.0,0.0002099999999999,7e-07,0.06,0.0,0.0,0.0,0.0,0.79,0.0
French bread,Baked Products,0.047,319.0,62.0,0.0,0.00015,2.1,3.1,0.00014,0.0039,0.031,0.39,59.0,0.0,0.0,0.0,0.126,0.83,0.14,13.0,0.5,3e-05,0.72,0.0,0.0,0.0,0.00043,0.0,0.00037,0.0054,0.00062,0.0001,0.0002,0.0011,0.018,0.0,0.00023,0.0004199999999999,0.00076,0.00033,0.00057,0.00017,0.00054,0.0,3.6,0.00032,0.00013,0.0004799999999999,0.0,0.00019,5e-07,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Irish soda bread,Baked Products,0.081,290.0,56.0,0.018,0.00013,5.0,2.6,4.7e-05,0.0027,0.023,2.0,53.0,0.0,0.0,0.0,0.114,1.5,0.266,6.6,1.1,1.6e-05,0.398,0.0,194.0,4.8e-05,0.0003,5e-08,0.00027,0.0024,0.00025,8e-05,0.0008,0.00057,0.0,0.0,0.00016,0.00023,0.00044,0.00022,0.0003599999999999,0.00014,0.0003,0.0,0.0,0.0002,7.000000000000001e-05,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian bread,Baked Products,0.078,271.0,50.0,0.0,0.00019,3.5,3.2,0.000191,0.0029,0.027,0.81,47.0,0.0,0.0,0.0,0.103,1.4,0.11,8.8,0.0,2.7e-05,0.55,0.0,1.0,0.0,0.00047,0.0,0.00029,0.0044,0.00038,5e-05,0.0,0.00086,0.015,0.0,0.00019,0.00033,0.00061,0.0002,0.00046,0.00016,0.00043,0.0,3.2,0.00025,0.0001,0.00038,0.0,0.00029,1.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multigrain bread,Baked Products,0.111,288.0,47.0,0.0,0.00031,4.6,8.1,7e-05,0.0027,0.085,0.83,39.0,0.0,0.0,0.0,0.247,2.0,0.25,15.0,0.95,3.6e-05,0.414,0.0,0.0,0.0,0.0002399999999999,0.0,0.00014,0.0044,0.00037,0.00029,0.0001,0.0019,0.029,2.7,0.00022,0.00035,0.0006,0.00031,0.0022,0.00015,0.0004199999999999,0.0,6.9,0.00029,0.00014,0.00043,0.0,0.0004,1.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oat bread,Baked Products,0.065,236.0,40.0,0.0,0.00014,4.4,4.5,8.1e-05,0.0031,0.035,1.6,35.0,0.0,0.0,0.0,0.141,1.7,0.147,10.0,0.7,3e-05,0.353,0.0,5.0,2e-06,0.0005,0.0,0.00035,0.0048,0.00058,7.000000000000001e-05,0.0,0.00089,0.019,0.0,0.00023,0.0004,0.00073,0.0003,0.00078,0.0001799999999999,0.00052,0.0,7.7,0.0003,0.00013,0.00046,0.0,0.00044,1.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oatmeal bread,Baked Products,0.066,269.0,49.0,0.0,0.0002099999999999,4.4,4.0,6.2e-05,0.0027,0.037,1.6,45.0,0.0,0.0,0.0,0.126,1.7,0.142,8.4,0.7,2.5e-05,0.447,0.0,16.0,5e-06,0.0004,3e-08,0.0002399999999999,0.0031,0.00034,7.000000000000001e-05,0.0,0.001,0.019,0.0,0.00019,0.00033,0.00061,0.00027,0.00094,0.00015,0.00041,0.0,8.1,0.00025,0.0001199999999999,0.00039,0.0,0.0004799999999999,1.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pita bread,Baked Products,0.086,275.0,56.0,0.0,0.00017,1.2,2.2,0.000107,0.0026,0.026,0.11,54.0,0.0,0.0,0.0,0.097,0.54,0.12,9.1,0.17,2.7e-05,0.536,0.0,0.0,0.0,0.0006,0.0,0.00033,0.0046,0.0004,3e-05,0.0,0.0008399999999999,0.015,0.0,0.0002,0.00035,0.00063,0.00022,0.0004799999999999,0.00016,0.00045,0.0,1.3,0.00026,0.00011,0.00039,0.0,0.0003,2.0000000000000002e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Protein bread,Baked Products,0.124,245.0,44.0,0.0,0.0004199999999999,2.2,3.0,0.000116,0.0042,0.065,0.18,41.0,0.0,0.0,0.0,0.185,1.0,0.322,12.0,0.33,3.3e-05,0.404,0.0,5.0,0.0,0.0003599999999999,0.0,0.00039,0.0043,0.0004199999999999,7.000000000000001e-05,0.0,0.0018,0.019,0.0,0.00027,0.00047,0.00086,0.00037,0.0015,0.0002,0.0006,0.0,1.4,0.00037,0.00015,0.00052,0.0,0.0003599999999999,1.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pumpernickel bread,Baked Products,0.068,250.0,48.0,0.0,0.00029,3.1,6.5,9.3e-05,0.0029,0.054,0.93,41.0,0.0,0.0,0.0,0.178,1.2,0.208,8.7,0.44,2.5e-05,0.596,0.0,0.0,0.0,0.00033,0.0,0.00031,0.0031,0.0004,0.00013,0.0,0.0015,0.015,0.0,0.0002,0.00033,0.0006,0.00025,0.0013,0.00016,0.0004199999999999,0.0,0.53,0.00027,0.0001,0.0004,0.0,0.0004199999999999,8.000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raisin bread,Baked Products,0.066,274.0,52.0,0.0,0.0002,4.4,4.3,0.000106,0.0029,0.026,2.3,48.0,0.0,0.0,0.0,0.109,0.68,0.227,7.9,1.1,2e-05,0.347,0.0,0.0,0.0,0.00034,0.0,0.0004,0.0035,0.00039,7.000000000000001e-05,0.0001,0.0007199999999999,0.015,0.0,0.00017,0.00029,0.00052,0.0002,0.0005,0.00013,0.0003599999999999,0.0,5.7,0.00022,8e-05,0.00033,0.0,0.00028,1.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
